workerid,map,praise,trial
107,images/gen_models/gen_models.036.png,64,36
107,images/gen_models/gen_models.016.png,38,16
107,images/gen_models/gen_models.027.png,34,27
107,images/gen_models/gen_models.035.png,77,35
107,images/gen_models/gen_models.028.png,49,28
107,images/gen_models/gen_models.024.png,4,24
107,images/gen_models/gen_models.032.png,4,32
107,images/gen_models/gen_models.026.png,18,26
107,images/gen_models/gen_models.012.png,5,12
107,images/gen_models/gen_models.042.png,13,42
107,images/gen_models/gen_models.043.png,48,43
107,images/gen_models/gen_models.029.png,0,29
107,images/gen_models/gen_models.013.png,28,13
107,images/gen_models/gen_models.004.png,40,4
107,images/gen_models/gen_models.044.png,8,44
107,images/gen_models/gen_models.054.png,52,54
107,images/gen_models/gen_models.019.png,7,19
107,images/gen_models/gen_models.005.png,1,5
107,images/gen_models/gen_models.048.png,49,48
107,images/gen_models/gen_models.009.png,2,9
107,images/gen_models/gen_models.031.png,48,31
107,images/gen_models/gen_models.033.png,87,33
107,images/gen_models/gen_models.045.png,93,45
107,images/gen_models/gen_models.041.png,72,41
107,images/gen_models/gen_models.014.png,0,14
107,images/gen_models/gen_models.052.png,46,52
107,images/gen_models/gen_models.040.png,16,40
107,images/gen_models/gen_models.002.png,2,2
107,images/gen_models/gen_models.053.png,1,53
107,images/gen_models/gen_models.001.png,48,1
107,images/gen_models/gen_models.023.png,0,23
107,images/gen_models/gen_models.010.png,49,10
107,images/gen_models/gen_models.008.png,29,8
107,images/gen_models/gen_models.047.png,3,47
107,images/gen_models/gen_models.051.png,1,51
73,images/gen_models/gen_models.028.png,16,28
73,images/gen_models/gen_models.034.png,89,34
73,images/gen_models/gen_models.031.png,42,31
73,images/gen_models/gen_models.005.png,5,5
73,images/gen_models/gen_models.014.png,3,14
73,images/gen_models/gen_models.006.png,70,6
73,images/gen_models/gen_models.032.png,52,32
73,images/gen_models/gen_models.003.png,99,3
73,images/gen_models/gen_models.045.png,26,45
73,images/gen_models/gen_models.001.png,83,1
73,images/gen_models/gen_models.015.png,1,15
73,images/gen_models/gen_models.050.png,24,50
73,images/gen_models/gen_models.048.png,42,48
73,images/gen_models/gen_models.023.png,4,23
73,images/gen_models/gen_models.033.png,81,33
73,images/gen_models/gen_models.043.png,60,43
73,images/gen_models/gen_models.049.png,3,49
73,images/gen_models/gen_models.012.png,3,12
73,images/gen_models/gen_models.010.png,58,10
73,images/gen_models/gen_models.019.png,0,19
73,images/gen_models/gen_models.007.png,51,7
73,images/gen_models/gen_models.039.png,42,39
73,images/gen_models/gen_models.036.png,98,36
73,images/gen_models/gen_models.054.png,70,54
73,images/gen_models/gen_models.024.png,51,24
73,images/gen_models/gen_models.009.png,39,9
73,images/gen_models/gen_models.042.png,27,42
73,images/gen_models/gen_models.052.png,40,52
73,images/gen_models/gen_models.030.png,60,30
73,images/gen_models/gen_models.029.png,4,29
73,images/gen_models/gen_models.002.png,2,2
73,images/gen_models/gen_models.053.png,10,53
73,images/gen_models/gen_models.027.png,37,27
73,images/gen_models/gen_models.035.png,100,35
73,images/gen_models/gen_models.051.png,49,51
73,images/gen_models/gen_models.047.png,2,47
73,images/gen_models/gen_models.040.png,0,40
73,images/gen_models/gen_models.046.png,3,46
73,images/gen_models/gen_models.016.png,13,16
73,images/gen_models/gen_models.025.png,47,25
73,images/gen_models/gen_models.004.png,48,4
73,images/gen_models/gen_models.011.png,67,11
73,images/gen_models/gen_models.041.png,52,41
73,images/gen_models/gen_models.008.png,30,8
73,images/gen_models/gen_models.020.png,53,20
73,images/gen_models/gen_models.044.png,7,44
73,images/gen_models/gen_models.013.png,77,13
73,images/gen_models/gen_models.026.png,20,26
95,images/gen_models/gen_models.015.png,0,15
95,images/gen_models/gen_models.031.png,0,31
95,images/gen_models/gen_models.006.png,0,6
95,images/gen_models/gen_models.043.png,100,43
95,images/gen_models/gen_models.045.png,100,45
95,images/gen_models/gen_models.029.png,0,29
95,images/gen_models/gen_models.004.png,0,4
95,images/gen_models/gen_models.011.png,49,11
95,images/gen_models/gen_models.003.png,49,3
95,images/gen_models/gen_models.009.png,0,9
95,images/gen_models/gen_models.020.png,98,20
95,images/gen_models/gen_models.041.png,71,41
95,images/gen_models/gen_models.008.png,21,8
95,images/gen_models/gen_models.046.png,0,46
95,images/gen_models/gen_models.053.png,0,53
95,images/gen_models/gen_models.013.png,100,13
95,images/gen_models/gen_models.052.png,73,52
95,images/gen_models/gen_models.023.png,0,23
95,images/gen_models/gen_models.034.png,82,34
95,images/gen_models/gen_models.010.png,28,10
95,images/gen_models/gen_models.002.png,0,2
95,images/gen_models/gen_models.014.png,49,14
95,images/gen_models/gen_models.001.png,65,1
95,images/gen_models/gen_models.019.png,32,19
95,images/gen_models/gen_models.012.png,0,12
95,images/gen_models/gen_models.054.png,0,54
95,images/gen_models/gen_models.005.png,0,5
95,images/gen_models/gen_models.039.png,100,39
95,images/gen_models/gen_models.051.png,0,51
95,images/gen_models/gen_models.048.png,15,48
95,images/gen_models/gen_models.028.png,51,28
95,images/gen_models/gen_models.026.png,13,26
95,images/gen_models/gen_models.016.png,5,16
95,images/gen_models/gen_models.027.png,81,27
95,images/gen_models/gen_models.033.png,80,33
95,images/gen_models/gen_models.042.png,58,42
95,images/gen_models/gen_models.036.png,71,36
95,images/gen_models/gen_models.025.png,100,25
95,images/gen_models/gen_models.047.png,31,47
95,images/gen_models/gen_models.032.png,51,32
95,images/gen_models/gen_models.024.png,53,24
95,images/gen_models/gen_models.007.png,62,7
95,images/gen_models/gen_models.040.png,11,40
95,images/gen_models/gen_models.035.png,78,35
95,images/gen_models/gen_models.049.png,0,49
95,images/gen_models/gen_models.050.png,51,50
95,images/gen_models/gen_models.030.png,57,30
95,images/gen_models/gen_models.044.png,15,44
67,images/gen_models/gen_models.029.png,60,29
67,images/gen_models/gen_models.014.png,71,14
67,images/gen_models/gen_models.051.png,60,51
67,images/gen_models/gen_models.010.png,68,10
67,images/gen_models/gen_models.003.png,84,3
67,images/gen_models/gen_models.049.png,67,49
67,images/gen_models/gen_models.024.png,72,24
67,images/gen_models/gen_models.005.png,64,5
67,images/gen_models/gen_models.031.png,71,31
