User,Trial,Judgment
26_7oCK4MP,t3_a2b2c3_(0 0 0)_1,-0.999431992072
5_nnbGaWy,t3_a2b2c3_(0 0 0)_1,0.503571597646
21_njtKrH3,t3_a2b2c3_(0 0 0)_1,-1.26293412288
4_vG0Y4D5,t3_a2b2c3_(0 0 0)_1,-0.298596867832
33_LIglyxa,t3_a2b2c3_(0 0 0)_1,-1.10216168388
9_uLZMD9i,t3_a2b2c3_(0 0 0)_1,-1.10420461902
39_YQyyB14,t3_a2b2c3_(0 0 0)_1,-1.11898803966
1_6eemqZm,t3_a2b2c3_(0 0 0)_2,1.29890595497
11_rcfc5Hn,t3_a2b2c3_(0 0 0)_2,1.78732784513
30_jC2dXiS,t3_a2b2c3_(0 0 0)_2,1.33941258963
1_XpEAB0a,t3_a2b2c3_(0 0 0)_2,1.18573498393
44_svUoKpG,t3_a2b2c3_(0 0 0)_2,1.30262228808
40_2dq7xtn,t3_a2b2c3_(0 0 0)_2,1.57538360955
12_8eRL48P,t3_a2b2c3_(0 0 0)_2,1.15233586956
15_nhfuddl,t3_a2b2c3_(0 0 0)_2,0.907999787608
22_o6112Xi,t3_a2b2c3_(0 0 0)_2,1.45908168963
16_of6dk63,t3_a2b2c3_(0 0 0)_2,0.817394586568
35_G2aomnD,t3_a2b2c3_(0 0 0)_2,1.82861309677
26_7oCK4MP,t3_a2b2c3_(0 0 0)_2,1.30572247918
5_nnbGaWy,t3_a2b2c3_(0 0 0)_2,-1.3073663595
21_njtKrH3,t3_a2b2c3_(0 0 0)_2,1.46353496372
4_vG0Y4D5,t3_a2b2c3_(0 0 0)_2,0.819481135539
33_LIglyxa,t3_a2b2c3_(0 0 0)_2,1.35401091659
9_uLZMD9i,t3_a2b2c3_(0 0 0)_2,1.39907819979
39_YQyyB14,t3_a2b2c3_(0 0 0)_2,1.55935065662
1_6eemqZm,t2_a2b2c3_(0 0 0)_0,0.679506592811
20_q2qQFsh,t2_a2b2c3_(0 0 0)_0,0.0302505733796
13_nM7Ulbd,t2_a2b2c3_(0 0 0)_0,1.18728224767
41_z5b8QC0,t2_a2b2c3_(0 0 0)_0,1.07481315318
28_FVoOI4J,t2_a2b2c3_(0 0 0)_0,0.945726710446
44_svUoKpG,t2_a2b2c3_(0 0 0)_0,0.234527710175
8_4XE7r9i,t2_a2b2c3_(0 0 0)_0,0.467332419086
22_o6112Xi,t2_a2b2c3_(0 0 0)_0,0.102077935878
14_WiZpRxB,t2_a2b2c3_(0 0 0)_0,0.966976691143
16_of6dk63,t2_a2b2c3_(0 0 0)_0,0.809563339899
35_G2aomnD,t2_a2b2c3_(0 0 0)_0,0.524506152357
2_0y2tJJq,t2_a2b2c3_(0 0 0)_0,0.792878924716
10_9qveRxa,t2_a2b2c3_(0 0 0)_0,1.07412036517
37_gISEyok,t2_a2b2c3_(0 0 0)_0,1.03144892872
6_cnDY4gC,t2_a2b2c3_(0 0 0)_0,0.153336259756
5_nnbGaWy,t2_a2b2c3_(0 0 0)_0,-0.826685675629
33_LIglyxa,t2_a2b2c3_(0 0 0)_0,0.557034487363
27_YV4XHoZ,t2_a2b2c3_(0 0 0)_0,0.921477204293
9_rgNV68u,t2_a2b2c3_(0 0 0)_0,-1.43058800339
1_6eemqZm,t2_a2b2c3_(0 0 0)_1,-0.430742905201
20_q2qQFsh,t2_a2b2c3_(0 0 0)_1,-0.00605093401184
13_nM7Ulbd,t2_a2b2c3_(0 0 0)_1,1.18728224767
41_z5b8QC0,t2_a2b2c3_(0 0 0)_1,1.05655850008
28_FVoOI4J,t2_a2b2c3_(0 0 0)_1,0.945726710446
44_svUoKpG,t2_a2b2c3_(0 0 0)_1,0.262635462226
8_4XE7r9i,t2_a2b2c3_(0 0 0)_1,0.476135946679
22_o6112Xi,t2_a2b2c3_(0 0 0)_1,0.142612425617
14_WiZpRxB,t2_a2b2c3_(0 0 0)_1,1.09029646835
16_of6dk63,t2_a2b2c3_(0 0 0)_1,0.793905544371
35_G2aomnD,t2_a2b2c3_(0 0 0)_1,0.618215635198
2_0y2tJJq,t2_a2b2c3_(0 0 0)_1,0.73362463488
10_9qveRxa,t2_a2b2c3_(0 0 0)_1,0.961254249791
37_gISEyok,t2_a2b2c3_(0 0 0)_1,1.03144892872
6_cnDY4gC,t2_a2b2c3_(0 0 0)_1,0.255619901754
5_nnbGaWy,t2_a2b2c3_(0 0 0)_1,-1.10615013663
33_LIglyxa,t2_a2b2c3_(0 0 0)_1,0.456554922451
27_YV4XHoZ,t2_a2b2c3_(0 0 0)_1,0.773667415599
9_rgNV68u,t2_a2b2c3_(0 0 0)_1,0.838471611719
1_6eemqZm,t2_a2b2c3_(0 0 0)_2,-1.17869850575
20_q2qQFsh,t2_a2b2c3_(0 0 0)_2,-1.14041532348
13_nM7Ulbd,t2_a2b2c3_(0 0 0)_2,1.18728224767
41_z5b8QC0,t2_a2b2c3_(0 0 0)_2,1.09307054474
28_FVoOI4J,t2_a2b2c3_(0 0 0)_2,-1.23645312665
44_svUoKpG,t2_a2b2c3_(0 0 0)_2,-1.23644371019
8_4XE7r9i,t2_a2b2c3_(0 0 0)_2,-0.8005023378
22_o6112Xi,t2_a2b2c3_(0 0 0)_2,-1.07892299001
14_WiZpRxB,t2_a2b2c3_(0 0 0)_2,-0.926849305306
16_of6dk63,t2_a2b2c3_(0 0 0)_2,-1.44538400627
35_G2aomnD,t2_a2b2c3_(0 0 0)_2,-0.400862252224
2_0y2tJJq,t2_a2b2c3_(0 0 0)_2,-1.39952979921
10_9qveRxa,t2_a2b2c3_(0 0 0)_2,-1.13304047847
37_gISEyok,t2_a2b2c3_(0 0 0)_2,-1.22028466954
6_cnDY4gC,t2_a2b2c3_(0 0 0)_2,-0.824041900269
5_nnbGaWy,t2_a2b2c3_(0 0 0)_2,-0.7596139367
33_LIglyxa,t2_a2b2c3_(0 0 0)_2,0.510143696248
27_YV4XHoZ,t2_a2b2c3_(0 0 0)_2,-1.64411411485
9_rgNV68u,t2_a2b2c3_(0 0 0)_2,0.770399823266
1_6eemqZm,t1_a3b3c3_(0 0 0)_0,0.53926469858
42_aHtMefp,t1_a3b3c3_(0 0 0)_0,0.900938281139
19_3r57o1N,t1_a3b3c3_(0 0 0)_0,0.729641477712
31_DF4fwCz,t1_a3b3c3_(0 0 0)_0,0.172114807494
28_FVoOI4J,t1_a3b3c3_(0 0 0)_0,0.945726710446
8_4XE7r9i,t1_a3b3c3_(0 0 0)_0,0.986793373529
12_8eRL48P,t1_a3b3c3_(0 0 0)_0,1.11615186523
16_of6dk63,t1_a3b3c3_(0 0 0)_0,0.699949375586
2_0y2tJJq,t1_a3b3c3_(0 0 0)_0,0.822506069633
7_VidtrC2,t1_a3b3c3_(0 0 0)_0,0.152900575346
45_RkpfhL8,t1_a3b3c3_(0 0 0)_0,1.15655559566
26_7oCK4MP,t1_a3b3c3_(0 0 0)_0,-1.12956060505
13_3jCv8tW,t1_a3b3c3_(0 0 0)_0,1.06041579987
6_iJgyEXq,t1_a3b3c3_(0 0 0)_0,0.68196932172
23_Klle9hj,t1_a3b3c3_(0 0 0)_0,0.422020524129
9_rgNV68u,t1_a3b3c3_(0 0 0)_0,-1.18099144573
39_YQyyB14,t1_a3b3c3_(0 0 0)_0,0.899758799194
1_6eemqZm,t1_a3b3c3_(0 0 0)_1,-0.793033296616
42_aHtMefp,t1_a3b3c3_(0 0 0)_1,0.900938281139
19_3r57o1N,t1_a3b3c3_(0 0 0)_1,0.576202457147
31_DF4fwCz,t1_a3b3c3_(0 0 0)_1,0.121914422899
28_FVoOI4J,t1_a3b3c3_(0 0 0)_1,0.945726710446
8_4XE7r9i,t1_a3b3c3_(0 0 0)_1,0.907553701224
12_8eRL48P,t1_a3b3c3_(0 0 0)_1,1.36943989552
16_of6dk63,t1_a3b3c3_(0 0 0)_1,0.833052382096
2_0y2tJJq,t1_a3b3c3_(0 0 0)_1,0.941014649305
7_VidtrC2,t1_a3b3c3_(0 0 0)_1,0.23461038975
45_RkpfhL8,t1_a3b3c3_(0 0 0)_1,1.17660697131
26_7oCK4MP,t1_a3b3c3_(0 0 0)_1,-1.12956060505
13_3jCv8tW,t1_a3b3c3_(0 0 0)_1,1.02112578402
6_iJgyEXq,t1_a3b3c3_(0 0 0)_1,0.54546541652
23_Klle9hj,t1_a3b3c3_(0 0 0)_1,0.479679835555
9_rgNV68u,t1_a3b3c3_(0 0 0)_1,0.641819022056
39_YQyyB14,t1_a3b3c3_(0 0 0)_1,0.739861740374
1_6eemqZm,t1_a3b3c3_(0 0 0)_2,-0.512549508154
42_aHtMefp,t1_a3b3c3_(0 0 0)_2,0.78109208726
19_3r57o1N,t1_a3b3c3_(0 0 0)_2,0.543322197308
31_DF4fwCz,t1_a3b3c3_(0 0 0)_2,0.130282827011
28_FVoOI4J,t1_a3b3c3_(0 0 0)_2,0.945726710446
8_4XE7r9i,t1_a3b3c3_(0 0 0)_2,0.951573980512
12_8eRL48P,t1_a3b3c3_(0 0 0)_2,1.06790773226
16_of6dk63,t1_a3b3c3_(0 0 0)_2,0.833052382096
2_0y2tJJq,t1_a3b3c3_(0 0 0)_2,1.01014366654
7_VidtrC2,t1_a3b3c3_(0 0 0)_2,0.261846994552
45_RkpfhL8,t1_a3b3c3_(0 0 0)_2,1.18663115536
26_7oCK4MP,t1_a3b3c3_(0 0 0)_2,-1.00872603653
13_3jCv8tW,t1_a3b3c3_(0 0 0)_2,1.16518655615
6_iJgyEXq,t1_a3b3c3_(0 0 0)_2,0.744017160548
23_Klle9hj,t1_a3b3c3_(0 0 0)_2,0.441241255593
9_rgNV68u,t1_a3b3c3_(0 0 0)_2,0.732581406661
39_YQyyB14,t1_a3b3c3_(0 0 0)_2,0.939736062044
25_BuDQpFc,t2_a2b2c2_(0 0 0)_0,0.136836328813
34_2XZ7WYR,t2_a2b2c2_(0 0 0)_0,0.948763133608
11_rcfc5Hn,t2_a2b2c2_(0 0 0)_0,0.803771990998
1_XpEAB0a,t2_a2b2c2_(0 0 0)_0,-0.0302034436273
7_55PlNgN,t2_a2b2c2_(0 0 0)_0,-0.2181927991
4_CHFg6NW,t2_a2b2c2_(0 0 0)_0,1.04451107357
28_FVoOI4J,t2_a2b2c2_(0 0 0)_0,0.945726710446
44_svUoKpG,t2_a2b2c2_(0 0 0)_0,0.450021412818
40_2dq7xtn,t2_a2b2c2_(0 0 0)_0,0.225762207317
12_8eRL48P,t2_a2b2c2_(0 0 0)_0,0.971415847923
24_7ssmgfs,t2_a2b2c2_(0 0 0)_0,0.85274329955
17_CA5SQS6,t2_a2b2c2_(0 0 0)_0,1.17209795682
32_UInbvxf,t2_a2b2c2_(0 0 0)_0,0.30571440079
37_gISEyok,t2_a2b2c2_(0 0 0)_0,-0.00810216638814
10_X9vJTMp,t2_a2b2c2_(0 0 0)_0,0.943704769141
5_nnbGaWy,t2_a2b2c2_(0 0 0)_0,0.224103783053
21_njtKrH3,t2_a2b2c2_(0 0 0)_0,-0.216931974228
4_vG0Y4D5,t2_a2b2c2_(0 0 0)_0,0.912653370755
13_3jCv8tW,t2_a2b2c2_(0 0 0)_0,0.746095673049
6_iJgyEXq,t2_a2b2c2_(0 0 0)_0,1.07286757915
25_BuDQpFc,t2_a2b2c2_(0 0 0)_1,0.117463163163
34_2XZ7WYR,t2_a2b2c2_(0 0 0)_1,0.948763133608
11_rcfc5Hn,t2_a2b2c2_(0 0 0)_1,0.454764002231
1_XpEAB0a,t2_a2b2c2_(0 0 0)_1,0.0250657312165
7_55PlNgN,t2_a2b2c2_(0 0 0)_1,-0.243664261083
4_CHFg6NW,t2_a2b2c2_(0 0 0)_1,1.14904522888
28_FVoOI4J,t2_a2b2c2_(0 0 0)_1,0.945726710446
44_svUoKpG,t2_a2b2c2_(0 0 0)_1,0.356329842909
40_2dq7xtn,t2_a2b2c2_(0 0 0)_1,0.306507633415
12_8eRL48P,t2_a2b2c2_(0 0 0)_1,-0.560372462448
24_7ssmgfs,t2_a2b2c2_(0 0 0)_1,0.729808846922
17_CA5SQS6,t2_a2b2c2_(0 0 0)_1,1.14001439218
32_UInbvxf,t2_a2b2c2_(0 0 0)_1,0.353113937896
37_gISEyok,t2_a2b2c2_(0 0 0)_1,-0.0156071944711
10_X9vJTMp,t2_a2b2c2_(0 0 0)_1,0.789524660654
5_nnbGaWy,t2_a2b2c2_(0 0 0)_1,0.268820511397
21_njtKrH3,t2_a2b2c2_(0 0 0)_1,-0.234077863786
4_vG0Y4D5,t2_a2b2c2_(0 0 0)_1,0.884701420671
13_3jCv8tW,t2_a2b2c2_(0 0 0)_1,0.824675704755
6_iJgyEXq,t2_a2b2c2_(0 0 0)_1,1.07286757915
25_BuDQpFc,t2_a2b2c2_(0 0 0)_2,0.136836328813
34_2XZ7WYR,t2_a2b2c2_(0 0 0)_2,0.965598639191
11_rcfc5Hn,t2_a2b2c2_(0 0 0)_2,0.39130540837
1_XpEAB0a,t2_a2b2c2_(0 0 0)_2,0.0487528588229
7_55PlNgN,t2_a2b2c2_(0 0 0)_2,-0.311586461606
4_CHFg6NW,t2_a2b2c2_(0 0 0)_2,1.16646845921
28_FVoOI4J,t2_a2b2c2_(0 0 0)_2,0.945726710446
44_svUoKpG,t2_a2b2c2_(0 0 0)_2,0.393805908718
40_2dq7xtn,t2_a2b2c2_(0 0 0)_2,0.248830351592
12_8eRL48P,t2_a2b2c2_(0 0 0)_2,-0.282964174876
24_7ssmgfs,t2_a2b2c2_(0 0 0)_2,0.926504708742
17_CA5SQS6,t2_a2b2c2_(0 0 0)_2,1.13199169628
32_UInbvxf,t2_a2b2c2_(0 0 0)_2,0.511113184908
37_gISEyok,t2_a2b2c2_(0 0 0)_2,-0.0231122225541
10_X9vJTMp,t2_a2b2c2_(0 0 0)_2,0.955805513285
5_nnbGaWy,t2_a2b2c2_(0 0 0)_2,0.313533886153
21_njtKrH3,t2_a2b2c2_(0 0 0)_2,-0.371260413093
4_vG0Y4D5,t2_a2b2c2_(0 0 0)_2,0.884701420671
13_3jCv8tW,t2_a2b2c2_(0 0 0)_2,0.850866429323
6_iJgyEXq,t2_a2b2c2_(0 0 0)_2,1.07286757915
42_aHtMefp,t3_a3b2c3_(0 0 0)_0,0.389595319563
12_aCsfmdC,t3_a3b2c3_(0 0 0)_0,1.00962037227
20_q2qQFsh,t3_a3b2c3_(0 0 0)_0,1.09201657628
29_CMdNHeU,t3_a3b2c3_(0 0 0)_0,0.561339806428
18_RFlYD5c,t3_a3b2c3_(0 0 0)_0,0.516038533367
31_DF4fwCz,t3_a3b2c3_(0 0 0)_0,1.36855814368
5_mEPMmDd,t3_a3b2c3_(0 0 0)_0,1.24454587373
22_o6112Xi,t3_a3b2c3_(0 0 0)_0,0.127802686616
14_WiZpRxB,t3_a3b2c3_(0 0 0)_0,-0.160511242128
7_VidtrC2,t3_a3b2c3_(0 0 0)_0,0.216451745329
10_9qveRxa,t3_a3b2c3_(0 0 0)_0,0.672817367541
43_WAyF9Al,t3_a3b2c3_(0 0 0)_0,0.108899555696
37_gISEyok,t3_a3b2c3_(0 0 0)_0,0.0369325055769
3_SGvd0Fu,t3_a3b2c3_(0 0 0)_0,0.513442600563
10_X9vJTMp,t3_a3b2c3_(0 0 0)_0,-1.34925372985
3_GPbCqAi,t3_a3b2c3_(0 0 0)_0,1.18739592966
9_uLZMD9i,t3_a3b2c3_(0 0 0)_0,0.880854024362
9_rgNV68u,t3_a3b2c3_(0 0 0)_0,-1.43058800339
42_aHtMefp,t3_a3b2c3_(0 0 0)_1,-0.880774335554
12_aCsfmdC,t3_a3b2c3_(0 0 0)_1,-1.18872181583
20_q2qQFsh,t3_a3b2c3_(0 0 0)_1,-1.10411572183
29_CMdNHeU,t3_a3b2c3_(0 0 0)_1,-1.09433386571
18_RFlYD5c,t3_a3b2c3_(0 0 0)_1,-0.707005005284
31_DF4fwCz,t3_a3b2c3_(0 0 0)_1,-1.10381079762
5_mEPMmDd,t3_a3b2c3_(0 0 0)_1,-1.28437790207
22_o6112Xi,t3_a3b2c3_(0 0 0)_1,-1.11339338426
14_WiZpRxB,t3_a3b2c3_(0 0 0)_1,-0.891615158748
7_VidtrC2,t3_a3b2c3_(0 0 0)_1,-1.16353632207
10_9qveRxa,t3_a3b2c3_(0 0 0)_1,-1.32115067076
43_WAyF9Al,t3_a3b2c3_(0 0 0)_1,-1.20433698616
37_gISEyok,t3_a3b2c3_(0 0 0)_1,-1.22028466954
3_SGvd0Fu,t3_a3b2c3_(0 0 0)_1,0.613959993167
10_X9vJTMp,t3_a3b2c3_(0 0 0)_1,0.305447697251
3_GPbCqAi,t3_a3b2c3_(0 0 0)_1,-1.14877491044
9_uLZMD9i,t3_a3b2c3_(0 0 0)_1,-1.07785428188
9_rgNV68u,t3_a3b2c3_(0 0 0)_1,0.777962598963
42_aHtMefp,t3_a3b2c3_(0 0 0)_2,0.357637133503
12_aCsfmdC,t3_a3b2c3_(0 0 0)_2,1.27880526734
20_q2qQFsh,t3_a3b2c3_(0 0 0)_2,1.1101646075
29_CMdNHeU,t3_a3b2c3_(0 0 0)_2,0.821784862603
18_RFlYD5c,t3_a3b2c3_(0 0 0)_2,0.478203902668
31_DF4fwCz,t3_a3b2c3_(0 0 0)_2,1.40620843213
5_mEPMmDd,t3_a3b2c3_(0 0 0)_2,1.05973803125
22_o6112Xi,t3_a3b2c3_(0 0 0)_2,0.139494585827
14_WiZpRxB,t3_a3b2c3_(0 0 0)_2,-0.327871720622
7_VidtrC2,t3_a3b2c3_(0 0 0)_2,0.22552970571
10_9qveRxa,t3_a3b2c3_(0 0 0)_2,0.835844946793
43_WAyF9Al,t3_a3b2c3_(0 0 0)_2,0.0359419295049
37_gISEyok,t3_a3b2c3_(0 0 0)_2,-0.0606418664361
3_SGvd0Fu,t3_a3b2c3_(0 0 0)_2,0.553648954494
10_X9vJTMp,t3_a3b2c3_(0 0 0)_2,-0.853072391715
3_GPbCqAi,t3_a3b2c3_(0 0 0)_2,1.21164684642
9_uLZMD9i,t3_a3b2c3_(0 0 0)_2,0.801803012941
9_rgNV68u,t3_a3b2c3_(0 0 0)_2,0.815781015568
42_aHtMefp,t1_a1b2c3_(0 0 0)_0,1.46022211719
12_aCsfmdC,t1_a1b2c3_(0 0 0)_0,0.942324148504
20_q2qQFsh,t1_a1b2c3_(0 0 0)_0,0.955892729755
13_nM7Ulbd,t1_a1b2c3_(0 0 0)_0,1.18728224767
11_rcfc5Hn,t1_a1b2c3_(0 0 0)_0,1.59696158186
18_RFlYD5c,t1_a1b2c3_(0 0 0)_0,1.563027436
38_vvGDkXs,t1_a1b2c3_(0 0 0)_0,1.61726836254
28_FVoOI4J,t1_a1b2c3_(0 0 0)_0,0.945726710446
5_mEPMmDd,t1_a1b2c3_(0 0 0)_0,1.26399718073
14_XuKoiLn,t1_a1b2c3_(0 0 0)_0,1.24235634229
12_8eRL48P,t1_a1b2c3_(0 0 0)_0,1.28501175822
24_7ssmgfs,t1_a1b2c3_(0 0 0)_0,0.778981890359
2_0y2tJJq,t1_a1b2c3_(0 0 0)_0,0.832380797035
32_UInbvxf,t1_a1b2c3_(0 0 0)_0,1.11150653159
45_RkpfhL8,t1_a1b2c3_(0 0 0)_0,1.00617779717
26_7oCK4MP,t1_a1b2c3_(0 0 0)_0,0.692254197903
3_GPbCqAi,t1_a1b2c3_(0 0 0)_0,1.19548118531
13_3jCv8tW,t1_a1b2c3_(0 0 0)_0,0.51035557793
9_uLZMD9i,t1_a1b2c3_(0 0 0)_0,1.42542853693
36_ACZFJPy,t1_a1b2c3_(0 0 0)_0,1.20034826818
42_aHtMefp,t1_a1b2c3_(0 0 0)_1,-0.840825524364
12_aCsfmdC,t1_a1b2c3_(0 0 0)_1,-0.919536920764
20_q2qQFsh,t1_a1b2c3_(0 0 0)_1,-0.922616352301
13_nM7Ulbd,t1_a1b2c3_(0 0 0)_1,1.18728224767
11_rcfc5Hn,t1_a1b2c3_(0 0 0)_1,-1.00470751007
18_RFlYD5c,t1_a1b2c3_(0 0 0)_1,-0.707005005284
38_vvGDkXs,t1_a1b2c3_(0 0 0)_1,-1.01615157262
28_FVoOI4J,t1_a1b2c3_(0 0 0)_1,-1.23645312665
5_mEPMmDd,t1_a1b2c3_(0 0 0)_1,-1.28437790207
14_XuKoiLn,t1_a1b2c3_(0 0 0)_1,-0.80885636232
12_8eRL48P,t1_a1b2c3_(0 0 0)_1,-1.04282826574
24_7ssmgfs,t1_a1b2c3_(0 0 0)_1,0.889624004146
2_0y2tJJq,t1_a1b2c3_(0 0 0)_1,-1.47853650656
32_UInbvxf,t1_a1b2c3_(0 0 0)_1,-1.23477055515
45_RkpfhL8,t1_a1b2c3_(0 0 0)_1,-1.37981560299
26_7oCK4MP,t1_a1b2c3_(0 0 0)_1,-1.04590583942
3_GPbCqAi,t1_a1b2c3_(0 0 0)_1,0.670043847012
13_3jCv8tW,t1_a1b2c3_(0 0 0)_1,0.471065562077
9_uLZMD9i,t1_a1b2c3_(0 0 0)_1,-1.13055495616
36_ACZFJPy,t1_a1b2c3_(0 0 0)_1,0.200211280754
42_aHtMefp,t1_a1b2c3_(0 0 0)_2,-0.90474357433
12_aCsfmdC,t1_a1b2c3_(0 0 0)_2,-0.807377669424
20_q2qQFsh,t1_a1b2c3_(0 0 0)_2,-1.2039399667
13_nM7Ulbd,t1_a1b2c3_(0 0 0)_2,1.18728224767
11_rcfc5Hn,t1_a1b2c3_(0 0 0)_2,-1.1316246978
18_RFlYD5c,t1_a1b2c3_(0 0 0)_2,-0.707005005284
38_vvGDkXs,t1_a1b2c3_(0 0 0)_2,-1.01615157262
28_FVoOI4J,t1_a1b2c3_(0 0 0)_2,-1.23645312665
5_mEPMmDd,t1_a1b2c3_(0 0 0)_2,-1.28437790207
14_XuKoiLn,t1_a1b2c3_(0 0 0)_2,-0.80885636232
12_8eRL48P,t1_a1b2c3_(0 0 0)_2,-0.512128329479
24_7ssmgfs,t1_a1b2c3_(0 0 0)_2,0.803570256113
2_0y2tJJq,t1_a1b2c3_(0 0 0)_2,-1.50816276267
32_UInbvxf,t1_a1b2c3_(0 0 0)_2,-1.24267047011
45_RkpfhL8,t1_a1b2c3_(0 0 0)_2,-1.3898406893
26_7oCK4MP,t1_a1b2c3_(0 0 0)_2,-1.02731691395
3_GPbCqAi,t1_a1b2c3_(0 0 0)_2,0.249695431432
13_3jCv8tW,t1_a1b2c3_(0 0 0)_2,0.850866429323
9_uLZMD9i,t1_a1b2c3_(0 0 0)_2,-1.09542126114
36_ACZFJPy,t1_a1b2c3_(0 0 0)_2,-1.13055068663
34_2XZ7WYR,t3_a3b2c2_(0 0 0)_0,0.923507349654
11_rcfc5Hn,t3_a3b2c2_(0 0 0)_0,1.40659531858
18_RFlYD5c,t3_a3b2c2_(0 0 0)_0,1.563027436
4_CHFg6NW,t3_a3b2c2_(0 0 0)_0,1.16646845921
41_z5b8QC0,t3_a3b2c2_(0 0 0)_0,1.12045526286
28_FVoOI4J,t3_a3b2c2_(0 0 0)_0,0.945726710446
14_WiZpRxB,t3_a3b2c2_(0 0 0)_0,1.59238054638
24_7ssmgfs,t3_a3b2c2_(0 0 0)_0,0.631459071977
37_gISEyok,t3_a3b2c2_(0 0 0)_0,1.03144892872
3_SGvd0Fu,t3_a3b2c2_(0 0 0)_0,1.09644830255
45_RkpfhL8,t3_a3b2c2_(0 0 0)_0,1.21670671505
3_GPbCqAi,t3_a3b2c2_(0 0 0)_0,1.19548118531
21_njtKrH3,t3_a3b2c2_(0 0 0)_0,1.7207490285
4_vG0Y4D5,t3_a3b2c2_(0 0 0)_0,0.912653370755
33_LIglyxa,t3_a3b2c2_(0 0 0)_0,1.35401091659
11_j1vDtTp,t3_a3b2c2_(0 0 0)_0,1.3911289866
9_uLZMD9i,t3_a3b2c2_(0 0 0)_0,1.39907819979
27_YV4XHoZ,t3_a3b2c2_(0 0 0)_0,1.30684500014
9_rgNV68u,t3_a3b2c2_(0 0 0)_0,-1.40789740724
34_2XZ7WYR,t3_a3b2c2_(0 0 0)_1,-1.46737437312
11_rcfc5Hn,t3_a3b2c2_(0 0 0)_1,-0.497067314122
18_RFlYD5c,t3_a3b2c2_(0 0 0)_1,-0.707005005284
4_CHFg6NW,t3_a3b2c2_(0 0 0)_1,-0.157631712436
41_z5b8QC0,t3_a3b2c2_(0 0 0)_1,-0.00231817985142
28_FVoOI4J,t3_a3b2c2_(0 0 0)_1,-1.23645312665
14_WiZpRxB,t3_a3b2c2_(0 0 0)_1,-1.00612573868
24_7ssmgfs,t3_a3b2c2_(0 0 0)_1,0.619166733135
37_gISEyok,t3_a3b2c2_(0 0 0)_1,-1.22028466954
3_SGvd0Fu,t3_a3b2c2_(0 0 0)_1,-1.30594150511
45_RkpfhL8,t3_a3b2c2_(0 0 0)_1,-1.3597651296
3_GPbCqAi,t3_a3b2c2_(0 0 0)_1,-0.534419160729
21_njtKrH3,t3_a3b2c2_(0 0 0)_1,-0.834245729686
4_vG0Y4D5,t3_a3b2c2_(0 0 0)_1,-0.177472682532
33_LIglyxa,t3_a3b2c2_(0 0 0)_1,-1.10216168388
11_j1vDtTp,t3_a3b2c2_(0 0 0)_1,-1.10314151203
9_uLZMD9i,t3_a3b2c2_(0 0 0)_1,-1.069070924
27_YV4XHoZ,t3_a3b2c2_(0 0 0)_1,-0.482734792686
9_rgNV68u,t3_a3b2c2_(0 0 0)_1,0.770399823266
34_2XZ7WYR,t3_a3b2c2_(0 0 0)_2,-1.46737437312
11_rcfc5Hn,t3_a3b2c2_(0 0 0)_2,-0.306701050852
18_RFlYD5c,t3_a3b2c2_(0 0 0)_2,-0.707005005284
4_CHFg6NW,t3_a3b2c2_(0 0 0)_2,-0.192475559753
41_z5b8QC0,t3_a3b2c2_(0 0 0)_2,0.00680914669626
28_FVoOI4J,t3_a3b2c2_(0 0 0)_2,-1.23645312665
14_WiZpRxB,t3_a3b2c2_(0 0 0)_2,-0.988508665401
24_7ssmgfs,t3_a3b2c2_(0 0 0)_2,0.471643914753
37_gISEyok,t3_a3b2c2_(0 0 0)_2,-1.22028466954
3_SGvd0Fu,t3_a3b2c2_(0 0 0)_2,-1.34614876371
45_RkpfhL8,t3_a3b2c2_(0 0 0)_2,-1.3597651296
3_GPbCqAi,t3_a3b2c2_(0 0 0)_2,-0.631422827793
21_njtKrH3,t3_a3b2c2_(0 0 0)_2,-0.731360103776
4_vG0Y4D5,t3_a3b2c2_(0 0 0)_2,-0.196108247653
33_LIglyxa,t3_a3b2c2_(0 0 0)_2,-1.10216168388
11_j1vDtTp,t3_a3b2c2_(0 0 0)_2,-1.10314151203
9_uLZMD9i,t3_a3b2c2_(0 0 0)_2,-1.0251536076
27_YV4XHoZ,t3_a3b2c2_(0 0 0)_2,-0.123764090632
9_rgNV68u,t3_a3b2c2_(0 0 0)_2,0.800653195114
1_6eemqZm,t1_a1b3c3_(0 0 0)_0,1.06517180195
25_BuDQpFc,t1_a1b3c3_(0 0 0)_0,0.708314204295
30_jC2dXiS,t1_a1b3c3_(0 0 0)_0,1.33941258963
38_vvGDkXs,t1_a1b3c3_(0 0 0)_0,1.43488903335
19_3r57o1N,t1_a1b3c3_(0 0 0)_0,-0.0923650182654
31_DF4fwCz,t1_a1b3c3_(0 0 0)_0,1.40620843213
8_e2wx1lB,t1_a1b3c3_(0 0 0)_0,-0.94643324706
8_4XE7r9i,t1_a1b3c3_(0 0 0)_0,1.09244626994
24_7ssmgfs,t1_a1b3c3_(0 0 0)_0,0.803570256113
16_of6dk63,t1_a1b3c3_(0 0 0)_0,0.848712526528
35_G2aomnD,t1_a1b3c3_(0 0 0)_0,1.82861309677
7_VidtrC2,t1_a1b3c3_(0 0 0)_0,1.4693355662
43_WAyF9Al,t1_a1b3c3_(0 0 0)_0,1.05734869618
